Word,tf_pos,tf_neg,score_pos,score_neg,idf
vọng,0,22,0,5.459431618637297,0.3010299956639812
mặc,0,4,0,3.0,0.3010299956639812
thuộc,0,1,0,1.0,0.3010299956639812
tồi,0,2,0,2.0,0.3010299956639812
xoay,0,2,0,2.0,0.3010299956639812
ngang,0,1,0,1.0,0.3010299956639812
ức,0,3,0,2.584962500721156,0.3010299956639812
dọc,0,1,0,1.0,0.3010299956639812
bại,0,1,0,1.0,0.3010299956639812
dấu,0,2,0,2.0,0.3010299956639812
quảng,0,2,0,2.0,0.3010299956639812
cáo,0,2,0,2.0,0.3010299956639812
chậm,0,8,0,4.0,0.3010299956639812
sai,0,6,0,3.584962500721156,0.3010299956639812
nghi,0,1,0,1.0,0.3010299956639812
chút,0,1,0,1.0,0.3010299956639812
khắc,0,3,0,2.584962500721156,0.3010299956639812
giác,0,1,0,1.0,0.3010299956639812
chịu,0,5,0,3.321928094887362,0.3010299956639812
nút,0,1,0,1.0,0.3010299956639812
bấm,0,2,0,2.0,0.3010299956639812
mở,0,9,0,4.169925001442312,0.3010299956639812
liệt,0,3,0,2.584962500721156,0.3010299956639812
chán,0,14,0,4.807354922057604,0.3010299956639812
nản,0,1,0,1.0,0.3010299956639812
đừng,0,7,0,3.807354922057604,0.3010299956639812
ăn,0,1,0,1.0,0.3010299956639812
kiểu,0,1,0,1.0,0.3010299956639812
thua,0,4,0,3.0,0.3010299956639812
bám,0,1,0,1.0,0.3010299956639812
bẩn,0,1,0,1.0,0.3010299956639812
xìu,0,1,0,1.0,0.3010299956639812
lỡ,0,2,0,2.0,0.3010299956639812
đành,0,1,0,1.0,0.3010299956639812
khuyên,0,3,0,2.584962500721156,0.3010299956639812
nhảy,0,5,0,3.321928094887362,0.3010299956639812
treo,0,3,0,2.584962500721156,0.3010299956639812
xuyên,0,3,0,2.584962500721156,0.3010299956639812
tốn,0,3,0,2.584962500721156,0.3010299956639812
phím,0,4,0,3.0,0.3010299956639812
qua,0,3,0,2.584962500721156,0.3010299956639812
gần,0,5,0,3.321928094887362,0.3010299956639812
tin,0,4,0,3.0,0.3010299956639812
nhắn,0,4,0,3.0,0.3010299956639812
gửi,0,2,0,2.0,0.3010299956639812
tới,0,2,0,2.0,0.3010299956639812
coi,0,2,0,2.0,0.3010299956639812
luông,0,1,0,1.0,0.3010299956639812
tung,0,6,0,3.584962500721156,0.3010299956639812
nổi,0,1,0,1.0,0.3010299956639812
check,0,1,0,1.0,0.3010299956639812
email,0,1,0,1.0,0.3010299956639812
kiểm,0,1,0,1.0,0.3010299956639812
tra,0,1,0,1.0,0.3010299956639812
mau,0,3,0,2.584962500721156,0.3010299956639812
mờ,0,3,0,2.584962500721156,0.3010299956639812
vị,0,1,0,1.0,0.3010299956639812
ta,0,2,0,2.0,0.3010299956639812
hai,0,2,0,2.0,0.3010299956639812
vạch,0,2,0,2.0,0.3010299956639812
ban,0,1,0,1.0,0.3010299956639812
camara,0,1,0,1.0,0.3010299956639812
giả,0,1,0,1.0,0.3010299956639812
chấm,0,2,0,2.0,0.3010299956639812
xanh,0,2,0,2.0,0.3010299956639812
trên,0,2,0,2.0,0.3010299956639812
miết,0,1,0,1.0,0.3010299956639812
vàng,0,1,0,1.0,0.3010299956639812
khè,0,1,0,1.0,0.3010299956639812
nt,0,1,0,1.0,0.3010299956639812
chử,0,2,0,2.0,0.3010299956639812
a,0,2,0,2.0,0.3010299956639812
nhãy,0,1,0,1.0,0.3010299956639812
b,0,1,0,1.0,0.3010299956639812
than,0,1,0,1.0,0.3010299956639812
bây,0,1,0,1.0,0.3010299956639812
khoá,0,1,0,1.0,0.3010299956639812
khiến,0,1,0,1.0,0.3010299956639812
hối,0,3,0,2.584962500721156,0.3010299956639812
đem,0,1,0,1.0,0.3010299956639812
chương,0,1,0,1.0,0.3010299956639812
trình,0,1,0,1.0,0.3010299956639812
thiệt,0,1,0,1.0,0.3010299956639812
dạng,0,1,0,1.0,0.3010299956639812
hận,0,2,0,2.0,0.3010299956639812
anh,0,4,0,3.0,0.3010299956639812
dứng,0,1,0,1.0,0.3010299956639812
đứng,0,2,0,2.0,0.3010299956639812
xá,0,1,0,1.0,0.3010299956639812
tội,0,1,0,1.0,0.3010299956639812
lung,0,4,0,3.0,0.3010299956639812
buồn,0,1,0,1.0,0.3010299956639812
loạn,0,3,0,2.584962500721156,0.3010299956639812
đó,0,1,0,1.0,0.3010299956639812
lầm,0,4,0,3.0,0.3010299956639812
hiểu,0,3,0,2.584962500721156,0.3010299956639812
do,0,2,0,2.0,0.3010299956639812
dị,0,1,0,1.0,0.3010299956639812
oan,0,1,0,1.0,0.3010299956639812
nhớt,0,1,0,1.0,0.3010299956639812
trạng,0,2,0,2.0,0.3010299956639812
thái,0,1,0,1.0,0.3010299956639812
khôi,0,1,0,1.0,0.3010299956639812
gốc,0,1,0,1.0,0.3010299956639812
rút,0,1,0,1.0,0.3010299956639812
phút,0,3,0,2.584962500721156,0.3010299956639812
mất,0,6,0,3.584962500721156,0.3010299956639812
nhấn,0,1,0,1.0,0.3010299956639812
bực,0,3,0,2.584962500721156,0.3010299956639812
chai,0,1,0,1.0,0.3010299956639812
kết,0,3,0,2.584962500721156,0.3010299956639812
nối,0,2,0,2.0,0.3010299956639812
lte,0,1,0,1.0,0.3010299956639812
phụ,0,1,0,1.0,0.3010299956639812
dở,0,1,0,1.0,0.3010299956639812
lạ,0,1,0,1.0,0.3010299956639812
kĩ,0,1,0,1.0,0.3010299956639812
phát,0,1,0,1.0,0.3010299956639812
đươc,0,1,0,1.0,0.3010299956639812
đổi,0,5,0,3.321928094887362,0.3010299956639812
cạn,0,2,0,2.0,0.3010299956639812
lời,0,2,0,2.0,0.3010299956639812
chỗ,0,3,0,2.584962500721156,0.3010299956639812
vực,0,1,0,1.0,0.3010299956639812
oppo,0,1,0,1.0,0.3010299956639812
reno,0,1,0,1.0,0.3010299956639812
chuyện,0,1,0,1.0,0.3010299956639812
hét,0,1,0,1.0,0.3010299956639812
lẽ,0,1,0,1.0,0.3010299956639812
ss,0,1,0,1.0,0.3010299956639812
làng,0,1,0,1.0,0.3010299956639812
trả,0,2,0,2.0,0.3010299956639812
đập,0,1,0,1.0,0.3010299956639812
đường,0,1,0,1.0,0.3010299956639812
gian,0,2,0,2.0,0.3010299956639812
sim,0,1,0,1.0,0.3010299956639812
tớii,0,1,0,1.0,0.3010299956639812
tụt,0,1,0,1.0,0.3010299956639812
tận,0,1,0,1.0,0.3010299956639812
rè,0,3,0,2.584962500721156,0.3010299956639812
miếng,0,1,0,1.0,0.3010299956639812
dán,0,1,0,1.0,0.3010299956639812
tai,0,1,0,1.0,0.3010299956639812
dây,0,2,0,2.0,0.3010299956639812
cổng,0,1,0,1.0,0.3010299956639812
prime,0,1,0,1.0,0.3010299956639812
đung,0,1,0,1.0,0.3010299956639812
lấy,0,1,0,1.0,0.3010299956639812
ngón,0,1,0,1.0,0.3010299956639812
mật,0,1,0,1.0,0.3010299956639812
lỗ,0,1,0,1.0,0.3010299956639812
note,0,1,0,1.0,0.3010299956639812
thòi,0,1,0,1.0,0.3010299956639812
dính,0,1,0,1.0,0.3010299956639812
bụi,0,1,0,1.0,0.3010299956639812
trầy,0,1,0,1.0,0.3010299956639812
tởm,0,1,0,1.0,0.3010299956639812
sụt,0,2,0,2.0,0.3010299956639812
câu,0,1,0,1.0,0.3010299956639812
theo,0,1,0,1.0,0.3010299956639812
lọc,0,1,0,1.0,0.3010299956639812
bluetooth,0,2,0,2.0,0.3010299956639812
ghê,0,1,0,1.0,0.3010299956639812
chat,0,1,0,1.0,0.3010299956639812
chết,0,1,0,1.0,0.3010299956639812
lí,0,2,0,2.0,0.3010299956639812
nguồn,0,1,0,1.0,0.3010299956639812
nhiên,0,1,0,1.0,0.3010299956639812
tối,0,1,0,1.0,0.3010299956639812
đứt,0,1,0,1.0,0.3010299956639812
quãng,0,1,0,1.0,0.3010299956639812
hệ,0,1,0,1.0,0.3010299956639812
hành,0,1,0,1.0,0.3010299956639812
phiên,0,1,0,1.0,0.3010299956639812
samsung,0,3,0,2.584962500721156,0.3010299956639812
galaxy,0,1,0,1.0,0.3010299956639812
phản,0,2,0,2.0,0.3010299956639812
xe,0,2,0,2.0,0.3010299956639812
dịch,0,2,0,2.0,0.3010299956639812
ôm,0,1,0,1.0,0.3010299956639812
công,0,1,0,1.0,0.3010299956639812
nghệ,0,1,0,1.0,0.3010299956639812
mùa,0,1,0,1.0,0.3010299956639812
mang,0,1,0,1.0,0.3010299956639812
tgdđ,0,1,0,1.0,0.3010299956639812
háng,0,1,0,1.0,0.3010299956639812
giường,0,1,0,1.0,0.3010299956639812
nát,0,1,0,1.0,0.3010299956639812
đỡ,0,1,0,1.0,0.3010299956639812
tí,0,1,0,1.0,0.3010299956639812
nhược,0,1,0,1.0,0.3010299956639812
kì,0,1,0,1.0,0.3010299956639812
nổ,0,2,0,2.0,0.3010299956639812
thấp,0,1,0,1.0,0.3010299956639812
qúa,0,1,0,1.0,0.3010299956639812
rùa,0,1,0,1.0,0.3010299956639812
lắc,0,1,0,1.0,0.3010299956639812
văng,0,1,0,1.0,0.3010299956639812
hoài,0,1,0,1.0,0.3010299956639812
hãng,0,1,0,1.0,0.3010299956639812
sớm,0,1,0,1.0,0.3010299956639812
tốc,0,1,0,1.0,0.3010299956639812
chảo,0,1,0,1.0,0.3010299956639812
nhắc,0,2,0,2.0,0.3010299956639812
tránh,0,1,0,1.0,0.3010299956639812
xong,0,1,0,1.0,0.3010299956639812
hư,0,2,0,2.0,0.3010299956639812
cắm,0,1,0,1.0,0.3010299956639812
chạm,0,1,0,1.0,0.3010299956639812
bữa,0,1,0,1.0,0.3010299956639812
lóa,0,1,0,1.0,0.3010299956639812
chập,0,1,0,1.0,0.3010299956639812
chờn,0,1,0,1.0,0.3010299956639812
